YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,GeoLocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2017,2017,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,33.6,33.6,32.5,34.7,12973,"(39.766910452, -86.149960194)",OWS,OWS1,Q036,18,Total,Total,OVR,OVERALL
2017,2017,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,25,25,23.5,26.5,5671,"(47.066528972, -109.424420645)",PA,PA1,Q047,30,Total,Total,OVR,OVERALL
2017,2017,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,29,29,27.5,30.6,10356,"(40.130570048, -74.273691288)",PA,PA1,Q045,34,Total,Total,OVR,OVERALL
2017,2017,OH,Ohio,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,30.2,30.2,28.9,31.5,11065,"(40.060210141, -82.404260056)",PA,PA1,Q045,39,Total,Total,OVR,OVERALL
2017,2017,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,33.4,33.4,30.1,36.8,1384,"(13.444304, 144.793731)",PA,PA1,Q047,66,Total,Total,OVR,OVERALL
2017,2017,MD,Maryland,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,50.6,50.6,49.1,52.1,11823,"(39.290580964, -76.609260111)",PA,PA1,Q043,24,Total,Total,OVR,OVERALL
2017,2017,SD,South Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,24.9,24.9,23,26.9,6653,"(44.353130053, -100.373530637)",PA,PA1,Q047,46,Total,Total,OVR,OVERALL
2017,2017,AK,Alaska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,34.7,34.7,31.7,37.8,2927,"(64.845079957001, -147.722059036)",PA,PA1,Q046,2,Total,Total,OVR,OVERALL
2017,2017,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,30.1,30.1,29.8,30.4,408448,,OWS,OWS1,Q036,59,Total,Total,OVR,OVERALL
2011,2011,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,35.8,35.8,35.5,36.1,470531,,OWS,OWS1,Q037,59,Total,Total,OVR,OVERALL
2017,2017,CT,Connecticut,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,51.9,51.9,50.5,53.3,9257,"(41.56266102, -72.649840952)",PA,PA1,Q043,9,Total,Total,OVR,OVERALL
2017,2017,MO,Missouri,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,28.7,28.7,27.2,30.2,6896,"(38.635790776, -92.566300053)",PA,PA1,Q045,29,Total,Total,OVR,OVERALL
2017,2017,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,54.4,54.4,52.3,56.5,5090,"(43.655950113, -71.50036092)",PA,PA1,Q043,33,Total,Total,OVR,OVERALL
2017,2017,MO,Missouri,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,18.9,18.9,17.6,20.2,6900,"(38.635790776, -92.566300053)",PA,PA1,Q044,29,Total,Total,OVR,OVERALL
2017,2017,ID,Idaho,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,NA,Value,35.4,35.4,33.5,37.4,4582,"(43.682630005, -114.363730042)",FV,FV1,Q018,16,Total,Total,OVR,OVERALL
2017,2017,UT,Utah,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,54,54,52.7,55.2,9415,"(39.360700171, -111.587130635)",PA,PA1,Q043,49,Total,Total,OVR,OVERALL
2017,2017,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,48.9,48.9,47.3,50.6,10422,"(40.130570048, -74.273691288)",PA,PA1,Q043,34,Total,Total,OVR,OVERALL
2017,2017,DE,Delaware,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,28.5,28.5,26.5,30.6,3601,"(39.008830667, -75.577741168)",PA,PA1,Q045,10,Total,Total,OVR,OVERALL
2017,2017,MS,Mississippi,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,26.8,26.8,24.9,28.8,4338,"(32.745510099, -89.538030825)",PA,PA1,Q045,28,Total,Total,OVR,OVERALL
2017,2017,NE,Nebraska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,19.1,19.1,18,20.1,13779,"(41.641040988001, -99.365720623)",PA,PA1,Q044,31,Total,Total,OVR,OVERALL
2017,2017,NV,Nevada,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,31.3,31.3,29,33.7,3517,"(39.49324039, -117.071840564)",PA,PA1,Q046,32,Total,Total,OVR,OVERALL
2017,2017,NE,Nebraska,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,NA,Value,36.9,36.9,35.6,38.1,14259,"(41.641040988001, -99.365720623)",FV,FV1,Q018,31,Total,Total,OVR,OVERALL
2017,2017,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,34.1,34.1,32.8,35.4,10475,"(33.998821303, -81.045371207)",OWS,OWS1,Q036,45,Total,Total,OVR,OVERALL
2017,2017,NE,Nebraska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,28.9,28.9,27.8,30.1,13855,"(41.641040988001, -99.365720623)",PA,PA1,Q045,31,Total,Total,OVR,OVERALL
2017,2017,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,31.6,31.6,30,33.3,5369,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,13,Total,Total,OVR,OVERALL
2017,2017,MD,Maryland,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,29,29,27.7,30.3,11774,"(39.290580964, -76.609260111)",PA,PA1,Q045,24,Total,Total,OVR,OVERALL
2017,2017,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,31.1,31.1,29.5,32.7,5247,"(40.485010283, -88.997710178)",OWS,OWS1,Q036,17,Total,Total,OVR,OVERALL
2017,2017,TN,Tennessee,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,30.6,30.6,28.8,32.3,5272,"(35.68094058, -85.774490914)",PA,PA1,Q047,47,Total,Total,OVR,OVERALL
2017,2017,KS,Kansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,28.5,28.5,27.7,29.4,19533,"(38.3477403, -98.200781227)",PA,PA1,Q046,20,Total,Total,OVR,OVERALL
2017,2017,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,NA,Value,44.7,44.7,42.1,47.3,4731,"(34.748650124, -92.274490743)",FV,FV1,Q018,5,Total,Total,OVR,OVERALL
2017,2017,IL,Illinois,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,21.3,21.3,19.8,22.8,5147,"(40.485010283, -88.997710178)",FV,FV1,Q019,17,Total,Total,OVR,OVERALL
2017,2017,ME,Maine,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,52.8,52.8,51.2,54.5,8834,"(45.254228894001, -68.985031336)",PA,PA1,Q043,23,Total,Total,OVR,OVERALL
2017,2017,NY,New York,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,29.9,29.9,28.7,31.1,10738,"(42.827001032, -75.543970427)",PA,PA1,Q046,36,Total,Total,OVR,OVERALL
2017,2017,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,20.5,20.5,19.2,21.9,19135,"(28.932040377, -81.928960539)",PA,PA1,Q044,12,Total,Total,OVR,OVERALL
2017,2017,MO,Missouri,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,16.9,16.9,15.7,18.2,6956,"(38.635790776, -92.566300053)",FV,FV1,Q019,29,Total,Total,OVR,OVERALL
2017,2017,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,23,23,21.4,24.7,4091,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,11,Total,Total,OVR,OVERALL
2017,2017,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,34.5,34.5,33.4,35.6,12062,"(47.522278629, -120.47001079)",OWS,OWS1,Q037,53,Total,Total,OVR,OVERALL
2017,2017,MN,Minnesota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,28.4,28.4,27.5,29.4,15445,"(46.355648736, -94.794200503)",OWS,OWS1,Q036,27,Total,Total,OVR,OVERALL
2017,2017,IA,Iowa,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,NA,Value,35.6,35.6,34.3,37,7100,"(42.469400913, -93.816490556)",FV,FV1,Q018,19,Total,Total,OVR,OVERALL
2017,2017,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,31.9,31.9,29.8,34.1,6533,"(44.353130053, -100.373530637)",OWS,OWS1,Q036,46,Total,Total,OVR,OVERALL
2017,2017,SD,South Dakota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,16.9,16.9,15.2,18.7,6458,"(44.353130053, -100.373530637)",FV,FV1,Q019,46,Total,Total,OVR,OVERALL
2017,2017,OH,Ohio,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,29.6,29.6,28.4,30.9,11517,"(40.060210141, -82.404260056)",PA,PA1,Q047,39,Total,Total,OVR,OVERALL
2017,2017,US,National,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,30.9,30.9,30.6,31.2,392209,,PA,PA1,Q045,59,Total,Total,OVR,OVERALL
2017,2017,GA,Georgia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,31.4,31.4,29.8,33.1,5377,"(32.839681093, -83.627580346)",PA,PA1,Q046,13,Total,Total,OVR,OVERALL
2017,2017,AZ,Arizona,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,NA,Value,37.2,37.2,36.1,38.3,13888,"(34.86597028, -111.763811277)",FV,FV1,Q018,4,Total,Total,OVR,OVERALL
2017,2017,HI,Hawaii,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,21,21,19.7,22.5,7137,"(21.304850435, -157.857749403)",FV,FV1,Q019,15,Total,Total,OVR,OVERALL
2017,2017,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,35.6,35.6,34.3,36.8,11180,"(42.827001032, -75.543970427)",OWS,OWS1,Q037,36,Total,Total,OVR,OVERALL
2017,2017,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,23,23,21.3,24.7,4318,"(38.890371385, -77.031961127)",PA,PA1,Q047,11,Total,Total,OVR,OVERALL
2017,2017,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,28.8,28.8,27.1,30.6,4158,"(43.235541343, -108.109830353)",OWS,OWS1,Q036,56,Total,Total,OVR,OVERALL
2013,2013,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,35.5,35.5,35.2,35.8,457487,,OWS,OWS1,Q037,59,Total,Total,OVR,OVERALL
2017,2017,MN,Minnesota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,18,18,17.2,18.9,15286,"(46.355648736, -94.794200503)",FV,FV1,Q019,27,Total,Total,OVR,OVERALL
2017,2017,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,33.9,33.9,32.3,35.5,6245,"(32.840571122, -86.631860762)",OWS,OWS1,Q037,1,Total,Total,OVR,OVERALL
2017,2017,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,24.8,24.8,23.1,26.6,6461,"(42.27687047, -72.082690675)",PA,PA1,Q047,25,Total,Total,OVR,OVERALL
2017,2017,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,30.8,30.8,29,32.6,4949,"(41.708280193, -71.522470314)",PA,PA1,Q045,44,Total,Total,OVR,OVERALL
2017,2017,NC,North Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,49.2,49.2,47.2,51.1,4398,"(35.466220975, -79.159250463)",PA,PA1,Q043,37,Total,Total,OVR,OVERALL
2017,2017,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,36.2,36.2,34.4,38.1,4439,"(31.312660644, -92.445680071)",OWS,OWS1,Q036,22,Total,Total,OVR,OVERALL
2017,2017,SD,South Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,30.2,30.2,28.1,32.3,6392,"(44.353130053, -100.373530637)",PA,PA1,Q045,46,Total,Total,OVR,OVERALL
2017,2017,LA,Louisiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,28.4,28.4,26.6,30.2,4057,"(31.312660644, -92.445680071)",PA,PA1,Q045,22,Total,Total,OVR,OVERALL
2017,2017,ND,North Dakota,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,19.8,19.8,18.4,21.2,6448,"(47.475319779, -100.118421049)",FV,FV1,Q019,38,Total,Total,OVR,OVERALL
2017,2017,WA,Washington,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,57.9,57.9,56.8,59.1,11905,"(47.522278629, -120.47001079)",PA,PA1,Q043,53,Total,Total,OVR,OVERALL
2011,2011,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,35.2,35.2,33.4,37.1,5739,"(43.682630005, -114.363730042)",OWS,OWS1,Q037,16,Total,Total,OVR,OVERALL
2017,2017,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,36.1,36.1,34.9,37.3,9063,"(38.843840757, -106.133610921)",OWS,OWS1,Q037,8,Total,Total,OVR,OVERALL
2015,2015,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,34.1,34.1,32.5,35.7,5230,"(18.220833, -66.590149)",PA,PA1,Q043,72,Total,Total,OVR,OVERALL
2017,2017,NV,Nevada,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,22.1,22.1,19.9,24.4,3467,"(39.49324039, -117.071840564)",FV,FV1,Q019,32,Total,Total,OVR,OVERALL
2017,2017,AK,Alaska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,24.2,24.2,21.5,27.2,2817,"(64.845079957001, -147.722059036)",PA,PA1,Q044,2,Total,Total,OVR,OVERALL
2017,2017,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,19.3,19.3,17.2,21.7,4584,"(34.748650124, -92.274490743)",FV,FV1,Q019,5,Total,Total,OVR,OVERALL
2017,2017,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,35.9,35.9,34.4,37.5,9295,"(45.254228894001, -68.985031336)",OWS,OWS1,Q037,23,Total,Total,OVR,OVERALL
2017,2017,MS,Mississippi,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,21.4,21.4,19.6,23.2,4454,"(32.745510099, -89.538030825)",FV,FV1,Q019,28,Total,Total,OVR,OVERALL
2017,2017,NM,New Mexico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,32.8,32.8,31.1,34.6,5874,"(34.520880952, -106.240580985)",PA,PA1,Q046,35,Total,Total,OVR,OVERALL
2017,2017,MT,Montana,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,15.1,15.1,13.7,16.5,5500,"(47.066528972, -109.424420645)",FV,FV1,Q019,30,Total,Total,OVR,OVERALL
2017,2017,WV,West Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,33.6,33.6,32,35.2,5116,"(38.665510202, -80.712640135)",OWS,OWS1,Q037,54,Total,Total,OVR,OVERALL
2017,2017,DE,Delaware,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,17.2,17.2,15.5,19.1,3586,"(39.008830667, -75.577741168)",FV,FV1,Q019,10,Total,Total,OVR,OVERALL
2017,2017,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,44.6,44.6,41.2,48,1351,"(13.444304, 144.793731)",PA,PA1,Q043,66,Total,Total,OVR,OVERALL
2017,2017,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,36.6,36.6,34.6,38.5,4623,"(43.682630005, -114.363730042)",OWS,OWS1,Q037,16,Total,Total,OVR,OVERALL
2017,2017,KY,Kentucky,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,16.8,16.8,15.4,18.2,7574,"(37.645970271, -84.774971048)",PA,PA1,Q044,21,Total,Total,OVR,OVERALL
2017,2017,VA,Virginia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,NA,Value,36.6,36.6,35.2,38.1,8895,"(37.542680674, -78.457890463)",FV,FV1,Q018,51,Total,Total,OVR,OVERALL
2017,2017,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,22.4,22.4,20.8,24,5258,"(44.393191174, -89.816370742)",PA,PA1,Q047,55,Total,Total,OVR,OVERALL
2017,2017,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,32.4,32.4,30.8,33.9,6127,"(35.472031356, -97.521070214)",PA,PA1,Q047,40,Total,Total,OVR,OVERALL
2017,2017,UT,Utah,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,17.3,17.3,16.3,18.4,9396,"(39.360700171, -111.587130635)",FV,FV1,Q019,49,Total,Total,OVR,OVERALL
2017,2017,VA,Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,30.9,30.9,29.5,32.3,8604,"(37.542680674, -78.457890463)",PA,PA1,Q045,51,Total,Total,OVR,OVERALL
2017,2017,VT,Vermont,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,NA,Value,29.7,29.7,28.1,31.4,5875,"(43.625381239, -72.517640791)",FV,FV1,Q018,50,Total,Total,OVR,OVERALL
2017,2017,CO,Colorado,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,26,26,24.8,27.1,8285,"(38.843840757, -106.133610921)",PA,PA1,Q044,8,Total,Total,OVR,OVERALL
2017,2017,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,21.1,21.1,19.6,22.7,5403,"(47.066528972, -109.424420645)",PA,PA1,Q044,30,Total,Total,OVR,OVERALL
2017,2017,AL,Alabama,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,26,26,24.4,27.6,6099,"(32.840571122, -86.631860762)",PA,PA1,Q046,1,Total,Total,OVR,OVERALL
