YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,GeoLocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2015,2015,SC,South Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,48,48,46.3,49.8,5968,"(33.998821303, -81.045371207)",PA,PA1,Q043,45,Gender,Female,GEN,FEMALE
2014,2014,KY,Kentucky,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,30.5,30.5,28.7,32.3,7304,"(37.645970271, -84.774971048)",PA,PA1,Q047,21,Gender,Female,GEN,FEMALE
2013,2013,GA,Georgia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,28.9,28.9,27.1,30.7,4407,"(32.839681093, -83.627580346)",PA,PA1,Q045,13,Gender,Female,GEN,FEMALE
2015,2015,AK,Alaska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,35.7,35.7,31.9,39.6,1744,"(64.845079957001, -147.722059036)",PA,PA1,Q045,2,Gender,Female,GEN,FEMALE
2011,2011,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,28.6,28.6,26.3,31.1,3058,"(35.472031356, -97.521070214)",PA,PA1,Q046,40,Gender,Male,GEN,MALE
2015,2015,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,21.9,21.9,19.7,24.2,2431,"(44.393191174, -89.816370742)",PA,PA1,Q047,55,Gender,Male,GEN,MALE
2012,2012,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,29.5,29.5,27.8,31.2,4530,"(35.466220975, -79.159250463)",OWS,OWS1,Q036,37,Gender,Male,GEN,MALE
2015,2015,WV,West Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,31,31,29.1,33,2903,"(38.665510202, -80.712640135)",OWS,OWS1,Q037,54,Gender,Female,GEN,FEMALE
2013,2013,NV,Nevada,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,46.8,46.8,43,50.7,2165,"(39.49324039, -117.071840564)",OWS,OWS1,Q037,32,Gender,Male,GEN,MALE
2015,2015,NC,North Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,34.9,34.9,32.7,37.2,2647,"(35.466220975, -79.159250463)",PA,PA1,Q046,37,Gender,Male,GEN,MALE
2015,2015,MI,Michigan,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,32.8,32.8,30.9,34.8,3551,"(44.661319543001, -84.71439027)",PA,PA1,Q046,26,Gender,Male,GEN,MALE
2011,2011,KS,Kansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,28.5,28.5,27.5,29.6,11604,"(38.3477403, -98.200781227)",OWS,OWS1,Q037,20,Gender,Female,GEN,FEMALE
2015,2015,TN,Tennessee,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,24.3,24.3,22,26.7,3237,"(35.68094058, -85.774490914)",PA,PA1,Q046,47,Gender,Female,GEN,FEMALE
2015,2015,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,34.3,34.3,31.6,37.1,2593,"(43.655950113, -71.50036092)",PA,PA1,Q046,33,Gender,Male,GEN,MALE
2011,2011,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,32.5,32.5,30.5,34.6,4319,"(40.793730152, -77.860700294)",PA,PA1,Q046,42,Gender,Male,GEN,MALE
2015,2015,NM,New Mexico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,54.4,54.4,51.7,57,3439,"(34.520880952, -106.240580985)",PA,PA1,Q043,35,Gender,Female,GEN,FEMALE
2014,2014,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,34.1,34.1,31.9,36.5,3034,"(32.840571122, -86.631860762)",OWS,OWS1,Q036,1,Gender,Male,GEN,MALE
2013,2013,AZ,Arizona,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,23.9,23.9,20.4,27.7,1535,"(34.86597028, -111.763811277)",PA,PA1,Q044,4,Gender,Male,GEN,MALE
2015,2015,NC,North Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,24.2,24.2,22.5,26,3559,"(35.466220975, -79.159250463)",PA,PA1,Q046,37,Gender,Female,GEN,FEMALE
2011,2011,DE,Delaware,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,25.7,25.7,23.3,28.1,2875,"(39.008830667, -75.577741168)",PA,PA1,Q046,10,Gender,Female,GEN,FEMALE
2015,2015,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,42.7,42.7,40.4,45.1,5523,"(31.827240407, -99.426770206)",OWS,OWS1,Q037,48,Gender,Male,GEN,MALE
2014,2014,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,29.4,29.4,26.8,32.2,2221,"(64.845079957001, -147.722059036)",OWS,OWS1,Q037,2,Gender,Female,GEN,FEMALE
2015,2015,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,37,37,34.9,39.2,3202,"(43.625381239, -72.517640791)",PA,PA1,Q045,50,Gender,Female,GEN,FEMALE
2012,2012,MO,Missouri,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,21.6,21.6,19.5,23.8,2629,"(38.635790776, -92.566300053)",PA,PA1,Q047,29,Gender,Male,GEN,MALE
2011,2011,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,58.4,58.4,56.6,60.2,7564,"(42.27687047, -72.082690675)",PA,PA1,Q043,25,Gender,Male,GEN,MALE
2013,2013,ME,Maine,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,35.6,35.6,33.4,37.8,3024,"(45.254228894001, -68.985031336)",PA,PA1,Q045,23,Gender,Male,GEN,MALE
2015,2015,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,28.9,28.9,26.6,31.3,2643,"(44.567449424, -120.155031326)",OWS,OWS1,Q036,41,Gender,Female,GEN,FEMALE
2015,2015,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,28.5,28.5,26,31,3782,"(44.353130053, -100.373530637)",OWS,OWS1,Q037,46,Gender,Female,GEN,FEMALE
2013,2013,AZ,Arizona,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,23.3,23.3,19.6,27.4,1604,"(34.86597028, -111.763811277)",PA,PA1,Q047,4,Gender,Male,GEN,MALE
2013,2013,WV,West Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,22.2,22.2,20.1,24.5,2402,"(38.665510202, -80.712640135)",PA,PA1,Q046,54,Gender,Male,GEN,MALE
2013,2013,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,54.2,54.2,51.4,57,3191,"(44.393191174, -89.816370742)",PA,PA1,Q043,55,Gender,Female,GEN,FEMALE
2011,2011,UT,Utah,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,56.7,56.7,54.8,58.5,5139,"(39.360700171, -111.587130635)",PA,PA1,Q043,49,Gender,Male,GEN,MALE
2013,2013,LA,Louisiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,42.4,42.4,39.7,45.2,3175,"(31.312660644, -92.445680071)",PA,PA1,Q043,22,Gender,Female,GEN,FEMALE
2015,2015,SD,South Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,33.7,33.7,31.1,36.3,3881,"(44.353130053, -100.373530637)",PA,PA1,Q045,46,Gender,Female,GEN,FEMALE
2011,2011,LA,Louisiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,30.2,30.2,27.9,32.6,3413,"(31.312660644, -92.445680071)",PA,PA1,Q047,22,Gender,Male,GEN,MALE
2011,2011,MT,Montana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,33.4,33.4,31.2,35.6,4160,"(47.066528972, -109.424420645)",PA,PA1,Q046,30,Gender,Male,GEN,MALE
2012,2012,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,19.2,19.2,17.3,21.2,3115,"(43.655950113, -71.50036092)",PA,PA1,Q047,33,Gender,Male,GEN,MALE
2019,2019,OH,Ohio,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,NA,Value,23.2,23.2,21.4,25.2,4842,"(40.06021014100048, -82.40426005599966)",FV,FV1,Q019,39,Gender,Male,GEN,MALE
2013,2013,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,28.8,28.8,26.6,31.1,3386,"(35.68094058, -85.774490914)",OWS,OWS1,Q037,47,Gender,Female,GEN,FEMALE
2014,2014,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,18.1,18.1,16.7,19.7,6257,"(42.27687047, -72.082690675)",PA,PA1,Q047,25,Gender,Male,GEN,MALE
2015,2015,SD,South Dakota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,25.2,25.2,22.7,27.8,3984,"(44.353130053, -100.373530637)",PA,PA1,Q046,46,Gender,Female,GEN,FEMALE
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,39.3,39.3,36.8,41.9,2886,"(34.748650124, -92.274490743)",PA,PA1,Q043,5,Gender,Female,GEN,FEMALE
2015,2015,AZ,Arizona,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,53.7,53.7,51.1,56.4,2764,"(34.86597028, -111.763811277)",PA,PA1,Q043,4,Gender,Male,GEN,MALE
2011,2011,MO,Missouri,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,29.8,29.8,27.3,32.4,2444,"(38.635790776, -92.566300053)",OWS,OWS1,Q036,29,Gender,Male,GEN,MALE
2013,2013,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,39.7,39.7,37.7,41.7,4297,"(33.998821303, -81.045371207)",OWS,OWS1,Q037,45,Gender,Male,GEN,MALE
2011,2011,NV,Nevada,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,34.5,34.5,31.2,38,2034,"(39.49324039, -117.071840564)",PA,PA1,Q046,32,Gender,Male,GEN,MALE
2013,2013,MD,Maryland,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,30.5,30.5,28.4,32.6,4284,"(39.290580964, -76.609260111)",PA,PA1,Q045,24,Gender,Male,GEN,MALE
2015,2015,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,42.9,42.9,41,44.9,4836,"(41.56266102, -72.649840952)",OWS,OWS1,Q037,9,Gender,Male,GEN,MALE
2014,2014,MS,Mississippi,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,26.7,26.7,23.8,29.8,1520,"(32.745510099, -89.538030825)",PA,PA1,Q047,28,Gender,Male,GEN,MALE
2013,2013,AK,Alaska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,21.7,21.7,19.4,24.3,2299,"(64.845079957001, -147.722059036)",PA,PA1,Q047,2,Gender,Female,GEN,FEMALE
2013,2013,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,35,35,32.5,37.7,3268,"(31.312660644, -92.445680071)",OWS,OWS1,Q036,22,Gender,Female,GEN,FEMALE
2011,2011,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,20.1,20.1,18.8,21.5,8145,"(40.130570048, -74.273691288)",PA,PA1,Q044,34,Gender,Female,GEN,FEMALE
2011,2011,IL,Illinois,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,29.6,29.6,27.4,31.9,3111,"(40.485010283, -88.997710178)",PA,PA1,Q045,17,Gender,Female,GEN,FEMALE
2011,2011,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,28.7,28.7,27.3,30.2,8626,"(40.130570048, -74.273691288)",PA,PA1,Q047,34,Gender,Female,GEN,FEMALE
2013,2013,MO,Missouri,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,27.9,27.9,25.4,30.5,2622,"(38.635790776, -92.566300053)",PA,PA1,Q047,29,Gender,Male,GEN,MALE
2011,2011,MO,Missouri,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,30.9,30.9,28.2,33.6,2129,"(38.635790776, -92.566300053)",PA,PA1,Q045,29,Gender,Male,GEN,MALE
2015,2015,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,29.1,29.1,27.2,31.2,3642,"(45.254228894001, -68.985031336)",OWS,OWS1,Q036,23,Gender,Male,GEN,MALE
2015,2015,IA,Iowa,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,49.5,49.5,47.1,51.9,3170,"(42.469400913, -93.816490556)",PA,PA1,Q043,19,Gender,Female,GEN,FEMALE
2014,2014,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,20.6,20.6,19,22.4,3908,"(28.932040377, -81.928960539)",PA,PA1,Q047,12,Gender,Male,GEN,MALE
2014,2014,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,27.8,27.8,25.8,30,2756,"(42.827001032, -75.543970427)",OWS,OWS1,Q036,36,Gender,Male,GEN,MALE
2013,2013,NC,North Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,31.1,31.1,29,33.3,3126,"(35.466220975, -79.159250463)",PA,PA1,Q045,37,Gender,Male,GEN,MALE
2015,2015,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,43.5,43.5,41.3,45.6,3818,"(42.27687047, -72.082690675)",OWS,OWS1,Q037,25,Gender,Male,GEN,MALE
2012,2012,CT,Connecticut,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,23.3,23.3,21.7,24.9,5130,"(41.56266102, -72.649840952)",PA,PA1,Q047,9,Gender,Female,GEN,FEMALE
2015,2015,NV,Nevada,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,39.7,39.7,35.2,44.3,1080,"(39.49324039, -117.071840564)",PA,PA1,Q045,32,Gender,Male,GEN,MALE
2013,2013,ID,Idaho,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,53.5,53.5,50.4,56.6,2153,"(43.682630005, -114.363730042)",PA,PA1,Q043,16,Gender,Male,GEN,MALE
2011,2011,TX,Texas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,28.7,28.7,26.6,30.8,5159,"(31.827240407, -99.426770206)",PA,PA1,Q045,48,Gender,Male,GEN,MALE
2012,2012,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,28.9,28.9,27.5,30.4,8165,"(40.793730152, -77.860700294)",OWS,OWS1,Q036,42,Gender,Male,GEN,MALE
2015,2015,WY,Wyoming,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,53.4,53.4,50.4,56.4,2808,"(43.235541343, -108.109830353)",PA,PA1,Q043,56,Gender,Female,GEN,FEMALE
2015,2015,NC,North Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,22,22,20.1,24.1,2544,"(35.466220975, -79.159250463)",PA,PA1,Q044,37,Gender,Male,GEN,MALE
2015,2015,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,31.1,31.1,28.8,33.5,6696,"(39.290580964, -76.609260111)",OWS,OWS1,Q037,24,Gender,Female,GEN,FEMALE
2012,2012,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,39.7,39.7,37.8,41.7,4918,"(33.998821303, -81.045371207)",OWS,OWS1,Q037,45,Gender,Male,GEN,MALE
2011,2011,DE,Delaware,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,47,47,44.3,49.8,2797,"(39.008830667, -75.577741168)",PA,PA1,Q043,10,Gender,Female,GEN,FEMALE
2015,2015,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,57.9,57.9,55.1,60.6,2542,"(43.655950113, -71.50036092)",PA,PA1,Q043,33,Gender,Male,GEN,MALE
2014,2014,OH,Ohio,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,26,26,24.4,27.7,6609,"(40.060210141, -82.404260056)",PA,PA1,Q047,39,Gender,Female,GEN,FEMALE
2013,2013,CO,Colorado,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,17.3,17.3,16,18.6,5348,"(38.843840757, -106.133610921)",PA,PA1,Q047,8,Gender,Male,GEN,MALE
2015,2015,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,33.3,33.3,30.7,36,2554,"(35.472031356, -97.521070214)",PA,PA1,Q047,40,Gender,Male,GEN,MALE
2011,2011,HI,Hawaii,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,62.3,62.3,59.7,64.9,3137,"(21.304850435, -157.857749403)",PA,PA1,Q043,15,Gender,Male,GEN,MALE
2013,2013,NY,New York,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,24.9,24.9,23,26.9,3366,"(42.827001032, -75.543970427)",PA,PA1,Q047,36,Gender,Male,GEN,MALE
2014,2014,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,26.2,26.2,24.4,28.1,3569,"(42.827001032, -75.543970427)",OWS,OWS1,Q036,36,Gender,Female,GEN,FEMALE
2012,2012,TN,Tennessee,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,25.6,25.6,23.4,28,2524,"(35.68094058, -85.774490914)",PA,PA1,Q047,47,Gender,Male,GEN,MALE
2011,2011,TN,Tennessee,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,37.2,37.2,33.8,40.7,3870,"(35.68094058, -85.774490914)",PA,PA1,Q047,47,Gender,Female,GEN,FEMALE
2013,2013,LA,Louisiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,NA,Value,14.1,14.1,12,16.5,3135,"(31.312660644, -92.445680071)",PA,PA1,Q044,22,Gender,Female,GEN,FEMALE
2013,2013,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,50.6,50.6,47.8,53.4,2243,"(41.708280193, -71.522470314)",PA,PA1,Q043,44,Gender,Male,GEN,MALE
2015,2015,ID,Idaho,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),NA,Value,52.7,52.7,49.6,55.8,2218,"(43.682630005, -114.363730042)",PA,PA1,Q043,16,Gender,Male,GEN,MALE
